user,song_id,play_count,song,album,artist,year
TVqdHY07srtb9riz,172E0FE71D46403FB488E3F9D893C835,2,向往,什刹海,李健,2006
dNvAlEZDgyXGCHWm,172E0FE71D46403FB488E3F9D893C835,1,向往,什刹海,李健,2006
RAKpc0nxPr6TUz79,172E0FE71D46403FB488E3F9D893C835,0,向往,什刹海,李健,2006
95yOAsLECchnGe1m,172E0FE71D46403FB488E3F9D893C835,3,向往,什刹海,李健,2006
5yfLKm928j0IBmeB,172E0FE71D46403FB488E3F9D893C835,1,向往,什刹海,李健,2006
HQ5S91STvDRWGfT1,172E0FE71D46403FB488E3F9D893C835,1,向往,什刹海,李健,2006
aOpja99vshW4z06j,172E0FE71D46403FB488E3F9D893C835,3,向往,什刹海,李健,2006
R9xkPDAO552hfV3C,172E0FE71D46403FB488E3F9D893C835,2,向往,什刹海,李健,2006
LfMrUSByheX8OS37,172E0FE71D46403FB488E3F9D893C835,2,向往,什刹海,李健,2006
z0XzBwFgjo4BVA1a,172E0FE71D46403FB488E3F9D893C835,1,向往,什刹海,李健,2006
6vAYdbGjaorPZfib,172E0FE71D46403FB488E3F9D893C835,5,向往,什刹海,李健,2006
FtG9HeJVifV2bgIX,172E0FE71D46403FB488E3F9D893C835,4,向往,什刹海,李健,2006
1sPOwxDTU9V52amx,172E0FE71D46403FB488E3F9D893C835,3,向往,什刹海,李健,2006
0163xc5RbfhuHxAS,172E0FE71D46403FB488E3F9D893C835,2,向往,什刹海,李健,2006
7juls6POZyRMZOXH,172E0FE71D46403FB488E3F9D893C835,3,向往,什刹海,李健,2006
GpT650oipjGiq6nt,172E0FE71D46403FB488E3F9D893C835,3,向往,什刹海,李健,2006
0eWtfZi67r6GktMV,C197FA0D374844B3A66358E5114C60A8,0,想念你,想念你,李健,2007
wC7GHoVTrRefORfv,C197FA0D374844B3A66358E5114C60A8,2,想念你,想念你,李健,2007
e1HgJ6QivAF5VZUV,C197FA0D374844B3A66358E5114C60A8,3,想念你,想念你,李健,2007
Tw3jpR6jq75cHA6Q,C197FA0D374844B3A66358E5114C60A8,4,想念你,想念你,李健,2007
pTxLH6PIOLR3Ec3W,C197FA0D374844B3A66358E5114C60A8,4,想念你,想念你,李健,2007
XhGo9pulRQYWtlC7,C197FA0D374844B3A66358E5114C60A8,4,想念你,想念你,李健,2007
YjTX5GnqTLuMSeL7,C197FA0D374844B3A66358E5114C60A8,0,想念你,想念你,李健,2007
neDjXx7NxTSvXJNI,C197FA0D374844B3A66358E5114C60A8,3,想念你,想念你,李健,2007
hiydXwq5pMd0k1kR,C197FA0D374844B3A66358E5114C60A8,2,想念你,想念你,李健,2007
LbfmmyFoj300uCvi,C197FA0D374844B3A66358E5114C60A8,2,想念你,想念你,李健,2007
4lLLI0gHzujEzLDI,C197FA0D374844B3A66358E5114C60A8,4,想念你,想念你,李健,2007
MUTJxPrafXf3yVNC,C197FA0D374844B3A66358E5114C60A8,2,想念你,想念你,李健,2007
m4CUmC2VK6TxujC3,C197FA0D374844B3A66358E5114C60A8,3,想念你,想念你,李健,2007
bSqH12e4HSbCqosH,C197FA0D374844B3A66358E5114C60A8,3,想念你,想念你,李健,2007
SdzHKFNI0HiADh2R,C197FA0D374844B3A66358E5114C60A8,0,想念你,想念你,李健,2007
Tchrj4ncyoxxlX6q,C197FA0D374844B3A66358E5114C60A8,2,想念你,想念你,李健,2007
Bve8DGJcB8h0ydyb,C197FA0D374844B3A66358E5114C60A8,1,想念你,想念你,李健,2007
QVZ5IFGTtooUbuTf,C197FA0D374844B3A66358E5114C60A8,4,想念你,想念你,李健,2007
8xIc59z9z0lITAKU,C197FA0D374844B3A66358E5114C60A8,3,想念你,想念你,李健,2007
ZwRixgg4UIllxgcg,9802EAB16F20439085614DEEB49ABA55,6,父亲,什刹海,李健,2006
Fn6zMLtYKDb9MOq7,9802EAB16F20439085614DEEB49ABA55,1,父亲,什刹海,李健,2006
soCfUP7goQH98NqS,9802EAB16F20439085614DEEB49ABA55,2,父亲,什刹海,李健,2006
np67NeAwQNv2X29t,9802EAB16F20439085614DEEB49ABA55,1,父亲,什刹海,李健,2006
o12NvIwawMAIl9Dw,9802EAB16F20439085614DEEB49ABA55,1,父亲,什刹海,李健,2006
NFECGmQGhz3E6Kwg,9802EAB16F20439085614DEEB49ABA55,3,父亲,什刹海,李健,2006
HQ5S91STvDRWGfT1,9802EAB16F20439085614DEEB49ABA55,6,父亲,什刹海,李健,2006
JWkHDGkwchyeZ9Kb,9802EAB16F20439085614DEEB49ABA55,3,父亲,什刹海,李健,2006
z7zrBaMYH2HSSA7D,9802EAB16F20439085614DEEB49ABA55,4,父亲,什刹海,李健,2006
YjTX5GnqTLuMSeL7,9802EAB16F20439085614DEEB49ABA55,3,父亲,什刹海,李健,2006
SZjm3htDy3hgyXAL,9802EAB16F20439085614DEEB49ABA55,2,父亲,什刹海,李健,2006
ApauDtJD8LDT4lTE,9802EAB16F20439085614DEEB49ABA55,0,父亲,什刹海,李健,2006
vI8S8jRKJ5DBcNzO,9802EAB16F20439085614DEEB49ABA55,0,父亲,什刹海,李健,2006
sNWz4dXqeR06NxNb,9802EAB16F20439085614DEEB49ABA55,3,父亲,什刹海,李健,2006
2ZJz43nFb7EhH2GZ,9802EAB16F20439085614DEEB49ABA55,4,父亲,什刹海,李健,2006
1O8eHuJ9BJhXEUwd,9802EAB16F20439085614DEEB49ABA55,7,父亲,什刹海,李健,2006
rcbzBEmC5XrnOQEW,9802EAB16F20439085614DEEB49ABA55,3,父亲,什刹海,李健,2006
YCXHDXKkRDTwsI2j,9802EAB16F20439085614DEEB49ABA55,4,父亲,什刹海,李健,2006
gcGXIr08VNgbdLuM,9802EAB16F20439085614DEEB49ABA55,2,父亲,什刹海,李健,2006
8xKtnSadEe4zu2OM,9802EAB16F20439085614DEEB49ABA55,1,父亲,什刹海,李健,2006
xlwLm3MHz2oZyIaa,DFF5DC04D948459A9DF2339308AA3546,5,绽放,什刹海,李健,2006
BPAzapEohGq0PjbJ,DFF5DC04D948459A9DF2339308AA3546,4,绽放,什刹海,李健,2006
TR4rBtkBrd0U2VzB,DFF5DC04D948459A9DF2339308AA3546,2,绽放,什刹海,李健,2006
sLtcEa0QjoHB31jP,DFF5DC04D948459A9DF2339308AA3546,3,绽放,什刹海,李健,2006
aOpja99vshW4z06j,DFF5DC04D948459A9DF2339308AA3546,1,绽放,什刹海,李健,2006
tbIpUMCVsvHZOOKG,DFF5DC04D948459A9DF2339308AA3546,2,绽放,什刹海,李健,2006
spNBC66VJtXvOV96,DFF5DC04D948459A9DF2339308AA3546,2,绽放,什刹海,李健,2006
1vsGeKRL6LJSY4Rp,DFF5DC04D948459A9DF2339308AA3546,2,绽放,什刹海,李健,2006
5J1w5O4WQKzRG1Vb,DFF5DC04D948459A9DF2339308AA3546,0,绽放,什刹海,李健,2006
c3NhdfaDv1QeAcPc,DFF5DC04D948459A9DF2339308AA3546,3,绽放,什刹海,李健,2006
b8cANnM57XejdVHb,A6B41610FF104C16A6079025C88CDC9F,2,风吹麦浪,想念你,李健,2007
ZqX3237udj6T9Sun,A6B41610FF104C16A6079025C88CDC9F,2,风吹麦浪,想念你,李健,2007
P1GWvqsG0hH4y1TC,A6B41610FF104C16A6079025C88CDC9F,2,风吹麦浪,想念你,李健,2007
fgYlmZgOBo5yk8sf,A6B41610FF104C16A6079025C88CDC9F,1,风吹麦浪,想念你,李健,2007
LsWU9WAGa8XmJr21,A6B41610FF104C16A6079025C88CDC9F,3,风吹麦浪,想念你,李健,2007
FizdBqjyzgWJ3zz0,A6B41610FF104C16A6079025C88CDC9F,2,风吹麦浪,想念你,李健,2007
iUOB64UUh6WoQmeY,A6B41610FF104C16A6079025C88CDC9F,1,风吹麦浪,想念你,李健,2007
cSaqNTuBqJozHfOG,A6B41610FF104C16A6079025C88CDC9F,4,风吹麦浪,想念你,李健,2007
am1BwL6fZe2mipXs,A6B41610FF104C16A6079025C88CDC9F,0,风吹麦浪,想念你,李健,2007
cdsQBRpVESpj206P,A6B41610FF104C16A6079025C88CDC9F,5,风吹麦浪,想念你,李健,2007
z0XzBwFgjo4BVA1a,A6B41610FF104C16A6079025C88CDC9F,4,风吹麦浪,想念你,李健,2007
cmoPO3gmT7g0ClQf,A6B41610FF104C16A6079025C88CDC9F,1,风吹麦浪,想念你,李健,2007
R0iBBilJVg6MLflx,A6B41610FF104C16A6079025C88CDC9F,3,风吹麦浪,想念你,李健,2007
obsMj8AYVM4SnWP1,A6B41610FF104C16A6079025C88CDC9F,6,风吹麦浪,想念你,李健,2007
LDb75Z06RdBb2QHI,A6B41610FF104C16A6079025C88CDC9F,5,风吹麦浪,想念你,李健,2007
7juls6POZyRMZOXH,A6B41610FF104C16A6079025C88CDC9F,2,风吹麦浪,想念你,李健,2007
I5ratFgGU92Q7Rjk,A6B41610FF104C16A6079025C88CDC9F,6,风吹麦浪,想念你,李健,2007
O1jpcHJQq08jiwYe,A6B41610FF104C16A6079025C88CDC9F,2,风吹麦浪,想念你,李健,2007
2MhRVZIqKF7r3ctZ,A6B41610FF104C16A6079025C88CDC9F,2,风吹麦浪,想念你,李健,2007
aDKHKJ8YvAMvcs5K,40350C8602C248FBB76CA25F3BBFA21F,1,你那么爱她,关于你的歌,李圣杰,2006
gQ8RT9NjXyBM8HJJ,40350C8602C248FBB76CA25F3BBFA21F,2,你那么爱她,关于你的歌,李圣杰,2006
nh1rMXDYcXE3SSgF,40350C8602C248FBB76CA25F3BBFA21F,3,你那么爱她,关于你的歌,李圣杰,2006
UsWrA9f8ysocTvBJ,40350C8602C248FBB76CA25F3BBFA21F,4,你那么爱她,关于你的歌,李圣杰,2006
TEF3Qfv8nvlDOGJd,40350C8602C248FBB76CA25F3BBFA21F,1,你那么爱她,关于你的歌,李圣杰,2006
ApauDtJD8LDT4lTE,40350C8602C248FBB76CA25F3BBFA21F,2,你那么爱她,关于你的歌,李圣杰,2006
1DknSV5zPsuo3d81,40350C8602C248FBB76CA25F3BBFA21F,2,你那么爱她,关于你的歌,李圣杰,2006
ZBZ2IYfT647n2nP9,40350C8602C248FBB76CA25F3BBFA21F,2,你那么爱她,关于你的歌,李圣杰,2006
NwPeTzlKahBXV7Bl,40350C8602C248FBB76CA25F3BBFA21F,3,你那么爱她,关于你的歌,李圣杰,2006
Y4S69lRNwDzjL4tG,40350C8602C248FBB76CA25F3BBFA21F,3,你那么爱她,关于你的歌,李圣杰,2006
O7HatGr55jBbKmYV,40350C8602C248FBB76CA25F3BBFA21F,2,你那么爱她,关于你的歌,李圣杰,2006
8hztsigNfDda7r5a,40350C8602C248FBB76CA25F3BBFA21F,2,你那么爱她,关于你的歌,李圣杰,2006
XjfWfVKggYG5Qy4F,40350C8602C248FBB76CA25F3BBFA21F,0,你那么爱她,关于你的歌,李圣杰,2006
fGtoU1BXajWmFLeo,86CC557EACEA465497CE9CAA450F0FAA,1,很想说,关于你的歌,李圣杰,2006
c9Q7pIFk96x46Roj,86CC557EACEA465497CE9CAA450F0FAA,5,很想说,关于你的歌,李圣杰,2006
HTk0e7cT4uwXB6UC,86CC557EACEA465497CE9CAA450F0FAA,1,很想说,关于你的歌,李圣杰,2006
mnru8gX28jKScJ6O,86CC557EACEA465497CE9CAA450F0FAA,3,很想说,关于你的歌,李圣杰,2006
SNxdNcmeOOu7htHC,86CC557EACEA465497CE9CAA450F0FAA,2,很想说,关于你的歌,李圣杰,2006
pe4sLPtj6dXbTvsF,86CC557EACEA465497CE9CAA450F0FAA,1,很想说,关于你的歌,李圣杰,2006
iGjxzFBdl8v1XUJJ,86CC557EACEA465497CE9CAA450F0FAA,0,很想说,关于你的歌,李圣杰,2006
eh6uri62cdYDfdeS,86CC557EACEA465497CE9CAA450F0FAA,2,很想说,关于你的歌,李圣杰,2006
WeoBkUaiKpJ3Y8QQ,86CC557EACEA465497CE9CAA450F0FAA,1,很想说,关于你的歌,李圣杰,2006
1O8eHuJ9BJhXEUwd,86CC557EACEA465497CE9CAA450F0FAA,4,很想说,关于你的歌,李圣杰,2006
mQY7dBvdYEs7Xxub,86CC557EACEA465497CE9CAA450F0FAA,2,很想说,关于你的歌,李圣杰,2006
w1i6gUkRsErivipJ,86CC557EACEA465497CE9CAA450F0FAA,3,很想说,关于你的歌,李圣杰,2006
WtS11NWr4X9jwspj,506BC69852DF4C2AAFC60C9789490B12,1,心口,冷咖啡,李圣杰,1999
XvH2NBYywTyL31Xo,506BC69852DF4C2AAFC60C9789490B12,3,心口,冷咖啡,李圣杰,1999
5EvtNeBiD3WDPTkI,506BC69852DF4C2AAFC60C9789490B12,2,心口,冷咖啡,李圣杰,1999
UNl8Vfb5Z021JhMo,506BC69852DF4C2AAFC60C9789490B12,2,心口,冷咖啡,李圣杰,1999
JWkHDGkwchyeZ9Kb,506BC69852DF4C2AAFC60C9789490B12,3,心口,冷咖啡,李圣杰,1999
R9xkPDAO552hfV3C,506BC69852DF4C2AAFC60C9789490B12,2,心口,冷咖啡,李圣杰,1999
gG73KLVIDEOsf9lM,506BC69852DF4C2AAFC60C9789490B12,1,心口,冷咖啡,李圣杰,1999
velGF7MSyiHwtDvb,506BC69852DF4C2AAFC60C9789490B12,2,心口,冷咖啡,李圣杰,1999
pRaAaauwsMzoIiFG,506BC69852DF4C2AAFC60C9789490B12,2,心口,冷咖啡,李圣杰,1999
QZdB5dUEwcmLVRnX,506BC69852DF4C2AAFC60C9789490B12,1,心口,冷咖啡,李圣杰,1999
jOHtORyVveN4SRHJ,506BC69852DF4C2AAFC60C9789490B12,3,心口,冷咖啡,李圣杰,1999
UpeN8YZKN5Hvh8DY,506BC69852DF4C2AAFC60C9789490B12,0,心口,冷咖啡,李圣杰,1999
gvalxpEFr7n1W1Oj,506BC69852DF4C2AAFC60C9789490B12,1,心口,冷咖啡,李圣杰,1999
zTSDD3IvEyX90tbN,506BC69852DF4C2AAFC60C9789490B12,4,心口,冷咖啡,李圣杰,1999
ip424GagdxTwPLJr,4F603F95C2424528824CEF83B95CC5B4,5,手放开,绝对痴心·手放开,李圣杰,2004
INf6rna0SiCIbmia,4F603F95C2424528824CEF83B95CC5B4,3,手放开,绝对痴心·手放开,李圣杰,2004
ZqX3237udj6T9Sun,4F603F95C2424528824CEF83B95CC5B4,2,手放开,绝对痴心·手放开,李圣杰,2004
xyNkO6iHvCSwZ7f0,4F603F95C2424528824CEF83B95CC5B4,5,手放开,绝对痴心·手放开,李圣杰,2004
DBl0LTJ37RV9a0eL,4F603F95C2424528824CEF83B95CC5B4,1,手放开,绝对痴心·手放开,李圣杰,2004
dFLVg9khPqfcnCuE,4F603F95C2424528824CEF83B95CC5B4,0,手放开,绝对痴心·手放开,李圣杰,2004
KsU5pxF3CLQQ7vqF,4F603F95C2424528824CEF83B95CC5B4,1,手放开,绝对痴心·手放开,李圣杰,2004
hbx1ujCOgOK1njuU,4F603F95C2424528824CEF83B95CC5B4,3,手放开,绝对痴心·手放开,李圣杰,2004
ogbI0tr7XYq9fZ6Y,4F603F95C2424528824CEF83B95CC5B4,2,手放开,绝对痴心·手放开,李圣杰,2004
zXvmeQmPJ74qixmW,4F603F95C2424528824CEF83B95CC5B4,1,手放开,绝对痴心·手放开,李圣杰,2004
URTYvz9deDLll2vH,4F603F95C2424528824CEF83B95CC5B4,4,手放开,绝对痴心·手放开,李圣杰,2004
cDSx78DuQvNMqfcv,4F603F95C2424528824CEF83B95CC5B4,0,手放开,绝对痴心·手放开,李圣杰,2004
QXYTEOkm6x3wxN0g,4F603F95C2424528824CEF83B95CC5B4,0,手放开,绝对痴心·手放开,李圣杰,2004
zZGPLNjGE9XXGmKC,4F603F95C2424528824CEF83B95CC5B4,1,手放开,绝对痴心·手放开,李圣杰,2004
tbIpUMCVsvHZOOKG,4F603F95C2424528824CEF83B95CC5B4,3,手放开,绝对痴心·手放开,李圣杰,2004
RbipmezieAO2o7DO,4F603F95C2424528824CEF83B95CC5B4,1,手放开,绝对痴心·手放开,李圣杰,2004
XjfWfVKggYG5Qy4F,4F603F95C2424528824CEF83B95CC5B4,2,手放开,绝对痴心·手放开,李圣杰,2004
MKBOweXTKnfNgiXW,4F603F95C2424528824CEF83B95CC5B4,3,手放开,绝对痴心·手放开,李圣杰,2004
5J1w5O4WQKzRG1Vb,4F603F95C2424528824CEF83B95CC5B4,3,手放开,绝对痴心·手放开,李圣杰,2004
nXAI9Hqo2gOKGjGk,4F603F95C2424528824CEF83B95CC5B4,2,手放开,绝对痴心·手放开,李圣杰,2004
6HeRIGNK7aVi1yes,F81A1DBA02CB4CDDB9EFF919A2F67851,1,痴心绝对,绝对痴心·手放开,李圣杰,2004
4upXGmomJfU4Wa0q,F81A1DBA02CB4CDDB9EFF919A2F67851,5,痴心绝对,绝对痴心·手放开,李圣杰,2004
PekTfZ89ICuCXYCk,F81A1DBA02CB4CDDB9EFF919A2F67851,1,痴心绝对,绝对痴心·手放开,李圣杰,2004
XvH2NBYywTyL31Xo,F81A1DBA02CB4CDDB9EFF919A2F67851,2,痴心绝对,绝对痴心·手放开,李圣杰,2004
dOlVGrAJiEPXCMF3,F81A1DBA02CB4CDDB9EFF919A2F67851,0,痴心绝对,绝对痴心·手放开,李圣杰,2004
GH6pfG1AawQaIyRr,F81A1DBA02CB4CDDB9EFF919A2F67851,1,痴心绝对,绝对痴心·手放开,李圣杰,2004
BkcpUSSEiRZwXKFJ,F81A1DBA02CB4CDDB9EFF919A2F67851,4,痴心绝对,绝对痴心·手放开,李圣杰,2004
JbYp8g2oILo4mhuW,F81A1DBA02CB4CDDB9EFF919A2F67851,2,痴心绝对,绝对痴心·手放开,李圣杰,2004
R0iBBilJVg6MLflx,F81A1DBA02CB4CDDB9EFF919A2F67851,2,痴心绝对,绝对痴心·手放开,李圣杰,2004
5y6vA196AILVmYk7,F81A1DBA02CB4CDDB9EFF919A2F67851,1,痴心绝对,绝对痴心·手放开,李圣杰,2004
sSjy3kZ7Y2WnnYDk,F81A1DBA02CB4CDDB9EFF919A2F67851,1,痴心绝对,绝对痴心·手放开,李圣杰,2004
XjfWfVKggYG5Qy4F,F81A1DBA02CB4CDDB9EFF919A2F67851,2,痴心绝对,绝对痴心·手放开,李圣杰,2004
CFFuaxK9PwEcBJMM,F81A1DBA02CB4CDDB9EFF919A2F67851,2,痴心绝对,绝对痴心·手放开,李圣杰,2004
8xKtnSadEe4zu2OM,F81A1DBA02CB4CDDB9EFF919A2F67851,3,痴心绝对,绝对痴心·手放开,李圣杰,2004
5J1w5O4WQKzRG1Vb,F81A1DBA02CB4CDDB9EFF919A2F67851,3,痴心绝对,绝对痴心·手放开,李圣杰,2004
EtGrBKEqNp1Qvfq6,7905CCBA315A47E8AA022EE84F7D0385,1,靠近,收放自如,李圣杰,2008
UsWrA9f8ysocTvBJ,7905CCBA315A47E8AA022EE84F7D0385,7,靠近,收放自如,李圣杰,2008
lviTo9ivPPuNPBM2,7905CCBA315A47E8AA022EE84F7D0385,1,靠近,收放自如,李圣杰,2008
RAKpc0nxPr6TUz79,7905CCBA315A47E8AA022EE84F7D0385,1,靠近,收放自如,李圣杰,2008
95yOAsLECchnGe1m,7905CCBA315A47E8AA022EE84F7D0385,6,靠近,收放自如,李圣杰,2008
IDKSWvbsQKUKsCMu,7905CCBA315A47E8AA022EE84F7D0385,3,靠近,收放自如,李圣杰,2008
HQ5S91STvDRWGfT1,7905CCBA315A47E8AA022EE84F7D0385,4,靠近,收放自如,李圣杰,2008
z7zrBaMYH2HSSA7D,7905CCBA315A47E8AA022EE84F7D0385,0,靠近,收放自如,李圣杰,2008
wJrH9hsV5tR0vmf6,7905CCBA315A47E8AA022EE84F7D0385,1,靠近,收放自如,李圣杰,2008
RbipmezieAO2o7DO,7905CCBA315A47E8AA022EE84F7D0385,4,靠近,收放自如,李圣杰,2008
22TsTxYmOsR21pNC,7905CCBA315A47E8AA022EE84F7D0385,0,靠近,收放自如,李圣杰,2008
1sPOwxDTU9V52amx,7905CCBA315A47E8AA022EE84F7D0385,1,靠近,收放自如,李圣杰,2008
CFFuaxK9PwEcBJMM,7905CCBA315A47E8AA022EE84F7D0385,1,靠近,收放自如,李圣杰,2008
V6tpWQOf1l5EDga8,7905CCBA315A47E8AA022EE84F7D0385,1,靠近,收放自如,李圣杰,2008
KMJ8kVziSzZjFHtV,7905CCBA315A47E8AA022EE84F7D0385,0,靠近,收放自如,李圣杰,2008
Vq3twiKlS4IXDhfs,7905CCBA315A47E8AA022EE84F7D0385,3,靠近,收放自如,李圣杰,2008
O1jpcHJQq08jiwYe,7905CCBA315A47E8AA022EE84F7D0385,2,靠近,收放自如,李圣杰,2008
w1i6gUkRsErivipJ,7905CCBA315A47E8AA022EE84F7D0385,4,靠近,收放自如,李圣杰,2008
y9i1FNztHktFUGng,F9A397481B094AAC80274304DBA4F665,5,凡人歌,理性与感性作品音乐会,李宗盛,2007
c3ZaClDL82uAspKD,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
a84KpdhFV8JRRh49,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
QOSQJqbcUnyGKtHC,F9A397481B094AAC80274304DBA4F665,2,凡人歌,理性与感性作品音乐会,李宗盛,2007
crEpIAVwcbp3XMOg,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
WtS11NWr4X9jwspj,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
6dKz9MVFHENGCywj,F9A397481B094AAC80274304DBA4F665,1,凡人歌,理性与感性作品音乐会,李宗盛,2007
OnHN6kzUC5xkkuGS,F9A397481B094AAC80274304DBA4F665,1,凡人歌,理性与感性作品音乐会,李宗盛,2007
gSYyGuNGi3ycJNHl,F9A397481B094AAC80274304DBA4F665,4,凡人歌,理性与感性作品音乐会,李宗盛,2007
lmHVSoyKWLW9oHzx,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
HTk0e7cT4uwXB6UC,F9A397481B094AAC80274304DBA4F665,5,凡人歌,理性与感性作品音乐会,李宗盛,2007
TEF3Qfv8nvlDOGJd,F9A397481B094AAC80274304DBA4F665,1,凡人歌,理性与感性作品音乐会,李宗盛,2007
DfiQmSBRSxdRk9TB,F9A397481B094AAC80274304DBA4F665,4,凡人歌,理性与感性作品音乐会,李宗盛,2007
YzwqbSmTpDWaCOu4,F9A397481B094AAC80274304DBA4F665,1,凡人歌,理性与感性作品音乐会,李宗盛,2007
Sn87tpRt9exD25vz,F9A397481B094AAC80274304DBA4F665,4,凡人歌,理性与感性作品音乐会,李宗盛,2007
LbfmmyFoj300uCvi,F9A397481B094AAC80274304DBA4F665,2,凡人歌,理性与感性作品音乐会,李宗盛,2007
LfMrUSByheX8OS37,F9A397481B094AAC80274304DBA4F665,2,凡人歌,理性与感性作品音乐会,李宗盛,2007
0wujwwoIXeAIuDna,F9A397481B094AAC80274304DBA4F665,5,凡人歌,理性与感性作品音乐会,李宗盛,2007
raPQlJtwvlAjRZtr,F9A397481B094AAC80274304DBA4F665,4,凡人歌,理性与感性作品音乐会,李宗盛,2007
UvJQwgfjZSqnZamJ,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
E8Y0LCTJjq5DwvP4,F9A397481B094AAC80274304DBA4F665,4,凡人歌,理性与感性作品音乐会,李宗盛,2007
9P94FDKlkYTpPhcQ,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
9UZPXzGOWKVdOtgK,F9A397481B094AAC80274304DBA4F665,2,凡人歌,理性与感性作品音乐会,李宗盛,2007
m4CUmC2VK6TxujC3,F9A397481B094AAC80274304DBA4F665,5,凡人歌,理性与感性作品音乐会,李宗盛,2007
1sPOwxDTU9V52amx,F9A397481B094AAC80274304DBA4F665,0,凡人歌,理性与感性作品音乐会,李宗盛,2007
8xKtnSadEe4zu2OM,F9A397481B094AAC80274304DBA4F665,0,凡人歌,理性与感性作品音乐会,李宗盛,2007
PVJrxNqFOTqJzSij,F9A397481B094AAC80274304DBA4F665,2,凡人歌,理性与感性作品音乐会,李宗盛,2007
nUYDibbf7CKTT219,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
X52fDGbQkPz5Lr8m,F9A397481B094AAC80274304DBA4F665,3,凡人歌,理性与感性作品音乐会,李宗盛,2007
H7UIjg70SgCLjrkF,F9A397481B094AAC80274304DBA4F665,4,凡人歌,理性与感性作品音乐会,李宗盛,2007
c3NhdfaDv1QeAcPc,F9A397481B094AAC80274304DBA4F665,1,凡人歌,理性与感性作品音乐会,李宗盛,2007
ggd0TFeMvBPCpuNE,6A8B32F175A1469C96C7835D4C942908,2,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
4oIs7PKbW0GI2Swa,6A8B32F175A1469C96C7835D4C942908,6,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
pD184EIwpWR0NXgB,6A8B32F175A1469C96C7835D4C942908,3,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
5EvtNeBiD3WDPTkI,6A8B32F175A1469C96C7835D4C942908,2,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
zNcwMgOhpkzlsSDY,6A8B32F175A1469C96C7835D4C942908,4,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
IDKSWvbsQKUKsCMu,6A8B32F175A1469C96C7835D4C942908,4,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
hVfzIwRFlweACkDq,6A8B32F175A1469C96C7835D4C942908,1,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
OXo9GUcoLbNZk85O,6A8B32F175A1469C96C7835D4C942908,1,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
aOpja99vshW4z06j,6A8B32F175A1469C96C7835D4C942908,0,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
ZBZ2IYfT647n2nP9,6A8B32F175A1469C96C7835D4C942908,6,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
FhhzMKIp4BLfWriQ,6A8B32F175A1469C96C7835D4C942908,0,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
6h3fT65ToYbxrapN,6A8B32F175A1469C96C7835D4C942908,2,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
meaXlN6aAAM4ACll,6A8B32F175A1469C96C7835D4C942908,1,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
OM05iSZDNSvGDoxw,6A8B32F175A1469C96C7835D4C942908,3,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
6rRULmzhMPq9rHqO,6A8B32F175A1469C96C7835D4C942908,3,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
2Swwu4PW1lFkXqKC,6A8B32F175A1469C96C7835D4C942908,3,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
V6tpWQOf1l5EDga8,6A8B32F175A1469C96C7835D4C942908,6,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
5qW2ame6N0CobSrq,6A8B32F175A1469C96C7835D4C942908,4,寂寞难耐,理性与感性作品音乐会,李宗盛,2007
ZqX3237udj6T9Sun,4C27816730FB4CD5A9B5C11DC6FCF69B,2,当爱已成往事 李宗盛&梁静茹,理性与感性作品音乐会,李宗盛,2007
rkxvBOE7qMWSeZAw,4C27816730FB4CD5A9B5C11DC6FCF69B,1,当爱已成往事 李宗盛&梁静茹,理性与感性作品音乐会,李宗盛,2007
fGtoU1BXajWmFLeo,4C27816730FB4CD5A9B5C11DC6FCF69B,2,当爱已成往事 李宗盛&梁静茹,理性与感性作品音乐会,李宗盛,2007
